yearsReviews,sentimiento,item_name
2015,14,Turbo Pug
2012,2,Helen's Mysterious Castle
2012,0,Wick
2015,2,Wick
2012,16,RWBY: Grimm Eclipse
2015,24,RWBY: Grimm Eclipse
2015,2,Idle Civilization
2012,2,"That Dragon, Cancer"
2012,6,NEKOPARA Vol. 2
2012,2,The Deed
2012,0,CHKN
2012,3,Plantera
2015,2,A Study in Steampunk: Choice by Gaslight
2012,2,CUPID - A free to play Visual Novel
2015,0,Sakura Santa
2012,2,Heaven Island Life
2012,4,Godus Wars
2012,13,Devil Daggers
2015,2,Community College Hero: Trial by Fire
2012,2,Furi
2012,0,Pendragon Rising
2012,2,Project Highrise
2012,2,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!
2012,2,BanHammer
2012,8,Carpe Diem
2015,18,Carpe Diem
2012,30,Iron Snout
2012,2,Wolcen: Lords of Mayhem
2012,2,ONE PIECE BURNING BLOOD
2012,3,HunieCam Studio
2012,2,Fernbus Simulator
2012,4,Dead Rising
2012,4,8-Bit Armies
2012,17,Orcs Must Die! Unchained
2012,57,Factorio
2012,20,Who's Your Daddy
2012,0,CALENDULA
2012,2,Zavix Tower
2012,2,FNaF World
2012,2,The Withering
2012,2,TurnOn
2012,2,Windlands
2012,0,Momodora: Reverie Under the Moonlight
2012,10,Youtubers Life
2015,2,The Quest
2012,2,"Linea, the Game"
2012,0,"Kivi, Toilet and Shotgun"
2012,2,Feed and Grow: Fish
2012,4,Sepia Tears
2012,6,The Walking Dead: Michonne
2012,2,Spellweaver
2012,2,Squirbs
2012,6,IMSCARED
2012,2,Of Kings And Men
2012,26,Golf With Your Friends
2012,2,Clash of the Monsters
2012,2,Mystic Destinies: Serendipity of Aeons
2012,2,Hard Room
2012,1,Rivalry
2012,2,3DRPG
2012,8,What's under your blanket !?
2012,2,And So It Was
2012,2,JourneyQuest Season One
2012,40,Slime Rancher
2012,2,Heliborne
2012,25,H1Z1: King of the Kill
2012,12,Bit Blaster XL
2012,1,Last Hope - Tower Defense
2012,2,Premium Pool
2012,2,Masked Shooters 2
2012,15,My Name is Mayo
2012,2,Buried: An Interactive Story
2012,2,The Chosen RPG
2012,15,Blood and Bacon
2012,2,Pythagoria
2012,4,Half dead
2012,1,The Renegades of Orion 2.0
2012,3,Lost Lands: Mahjong
2012,0,Rusty Lake Hotel
2012,2,The Final Station
2012,0,Medusa's Labyrinth
2012,3,Governor of Poker 3
2012,3,Raw Data
2012,2,Gamma Bros 1.5
2012,2,Diaries of a Spaceport Janitor
2012,2,Line of Sight
2012,2,Waltz of the Wizard
2012,2,Space Rift - Episode 1
2012,61,The Culling
2012,2,Party Jousting
2012,2,Surfingers
2012,2,Learn Japanese To Survive - Hiragana Battle
2012,9,GOD EATER 2 Rage Burst
2012,5,LEGO® STAR WARS™: The Force Awakens
2012,2,One Troll Army
2012,0,Random Access Murder
2012,2,Legends of Callasia
2012,2,Polandball: Can into Space!
2012,2,JourneyQuest Season Two
2012,2,Fragmented
2012,2,I am Setsuna
2012,1,OutDrive
2012,2,Dovetail Games Flight School
2012,14,Riders of Icarus
2012,6,Antenna
2012,4,This Is the Police
2012,0,Super Night Riders
2012,19,Paladins
2012,2,Princess Edge - Dragonstone
2012,2,Void 21
2012,11,Agent Origins: Escape
2012,2,Bloons TD Battles
2012,2,Split
2012,2,Death Stair
2012,2,The Average Everyday Adventures of Samantha Browne
2012,2,Settled
2012,2,Jalopy
2012,2,Bunker Punks
2012,0,Sophie's Curse
2012,1,New York Taxi Simulator
2012,4,Portal Stories: VR
2012,4,Shattered Skies
2012,4,Day of Infamy
2012,2,Beast Blaster
2012,5,IS Defense
2012,2,Overcooked
2012,2,Square's Route
2012,2,The Bottom of the Well
2012,3,Jesus Christ RPG Trilogy
2012,1,Rock Paper Scissors Champion
2012,9,Istrolid
2012,3,Atulos Online
2012,4,There's Poop In My Soup
2012,1,Chicken Invaders 2
2012,0,SAMOLIOTIK
2012,2,REDCON
2012,8,Attack on Titan / A.O.T. Wings of Freedom
2012,7,The Lab
2012,4,"Hot Dogs, Horseshoes & Hand Grenades"
2012,2,Ember Kaboom
2012,2,theBlu
2012,2,Out of Ammo
2012,4,RuneScape: Idle Adventures
2012,0,Boundel
2012,2,[the Sequence]
2012,0,Project Starship
2012,1,"Don't Die Dateless, Dummy!"
2012,2,STAR WARS™: Rogue Squadron 3D
2012,2,Pro Evolution Soccer 2017
2012,2,Moustache Mountain
2012,0,The Visitor
2012,2,March of the Living
2012,0,ABE VR
2012,2,Conception II: Children of the Seven Stars
2012,2,Snooker Nation Championship
2012,8,Crush Crush
2012,2,Deer Man
2012,4,Megadimension Neptunia VII
2012,2,Massive
2012,10,Mandagon
2012,3,Drone Racing
2012,4,AdVenture Communist
2012,2,Farnham Fables
2012,0,State of Anarchy
2012,2,Kismet
2012,4,One Thousand Lies
2012,1,Neon Space ULTRA
2012,7,ChuSingura46+1 S
2012,6,Worm.is: The Game
2012,6,Zero G Arena
2012,2,SWORDY
2012,2,VR Regatta
2012,2,Blind Trust
2012,2,Super Mega Neo Pug
2012,2,NEKOPALIVE
2012,2,Rec Room
2012,2,Ortus Regni
2012,2,Elisa: The Innkeeper - Prequel
2012,1,Memory Oblivion Box
2012,2,The NADI Project
2012,4,Reigns
2012,6,Titan Quest Anniversary Edition
2012,0,Major\Minor - EA
2012,4,Picross Touch
2012,2,Human: Fall Flat
2012,2,Lightblade VR
2012,2,Space Hole
2012,1,Cuties
2012,0,Hero Zero
2012,5,Welcome to the Game
2012,2,Runeous: Part One
2012,0,Summer Sale
2012,2,Freebie
2012,2,Conan the mighty pig
2012,2,Ping Pong Waves VR
2012,1,Just Deserts
2012,2,Battle Forever
2012,6,Red Trigger
2012,1,Take Thy Throne
2012,1,My Butler
2012,4,Montaro
2012,2,Dungeon Fighter Online
2012,2,Onward
2012,2,Paddle Up
2012,4,Kingdom: New Lands
2012,1,Replica
2012,36,Moirai
2012,2,Street Legal Racing: Redline v2.3.1
2012,4,8-Bit Hordes
2012,16,Batman - The Telltale Series
2012,2,ASRECorp
2012,2,Dark Parables: The Exiled Prince Collector's Edition
2012,4,klocki
2012,1,Wake Up
2012,1,Puppy Dog: Jigsaw Puzzles
2012,2,REED
2012,1,Strike.is: The Game
2012,4,Super Star
2012,1,Elven Assassin
2012,2,The God's Chain
2012,2,ROD: Revolt Of Defense
2012,2,El Ninja
2012,1,You Have 10 Seconds
2012,1,Unbox
2012,2,Sparky's Hunt
2012,2,Everything is Peachy
2012,4,True or False
2012,2,Super Switch
2012,0,You Have 10 Seconds 2
2012,2,Galactic Storm
2012,1,What The Box?
